query,ground_truth,prediction,chunk_size,overlap,top_k,reranking,prompt_type,f1,em,faithfulness,citation_acc,context_recall,context_precision,latency,not_found
What day was the Super Bowl played on?,"February 7, 2016","The answer is not explicitly stated in the text, but it can be inferred. The question asks for a specific day, and the answer should be a date. However, only the year (2016) is mentioned in the context.

If you're looking for a more precise answer, the game was played on a specific date within 2016. Unfortunately, the provided text doesn't mention the exact day of the week or month.",128,32,10,cross,baseline,0.0,0,1,0.0,1,1.0,0.9762997627258301,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The answer is not explicitly stated in the provided context, but it can be inferred. The text mentions that Super Bowl 50 was the third time the Denver Broncos secured a Super Bowl title for them, implying that this event occurred before their previous two Super Bowl titles. Since the exact year of their first two Super Bowl titles is not specified, we cannot determine the exact year of their third Super Bowl title. However, based on the context provided, it can be deduced that Super Bowl 50 (2016) was indeed their third Super Bowl title.",128,32,10,cross,baseline,0.0,0,1,0.0,1,1.0,1.1555261611938477,0
What was the final score of Super Bowl 50? ,24–10,"The final score was Denver Broncos 24, Carolina Panthers 10.",128,32,10,cross,baseline,0.0,0,1,0.0,1,1.0,0.5041043758392334,0
What year was Super Bowl 50?,2015,2015 was not mentioned in any of the context. The year in question was hidden and I need more information to answer it.,128,32,10,cross,baseline,0.08333333333333333,0,0,0.0,1,1.0,0.5888075828552246,0
Super Bowl 50 determined the NFL champion for what season?,2015,The NFL champion for the season that Super Bowl 50 was played in.,128,32,10,cross,baseline,0.0,0,0,0.0,1,1.0,0.5096628665924072,0
The name of the NFL championship game is?,Super Bowl,"The answer is not explicitly stated in the context. However, based on the information provided, it can be inferred that the name of the Super Bowl is typically denoted by Roman numerals (e.g., ""Super Bowl L"" for Super Bowl 50). Since the league temporarily suspended this tradition to make room for the Arabic numeral 50, it would seem logical that the game was known as ""Super Bowl 50"" instead.",128,32,10,cross,baseline,0.05633802816901409,0,0,0.0,1,1.0,0.9866504669189453,0
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,"The answer is: Denver Broncos. 

This information is fully supported by all five sources, [1] through [5].",128,32,10,cross,strict,0.10526315789473684,0,1,1.0,1,1.0,0.5858132839202881,0
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,Not found,128,32,10,cross,strict,0.0,0,0,0.0,1,1.0,0.4493138790130615,1
Where did Super Bowl 50 take place?,"Santa Clara, California",Not found.,128,32,10,cross,strict,0.0,0,1,0.0,1,1.0,0.4300668239593506,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Not found.,128,32,10,cross,strict,0.0,0,0,0.0,1,1.0,0.466996431350708,1
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found,128,32,10,cross,strict,0.0,0,0,0.0,1,1.0,0.4368133544921875,1
What day was the game played on?,"February 7, 2016",Not found.,128,32,10,cross,strict,0.0,0,0,0.0,0,0.0,0.34984803199768066,1
What is the AFC short for?,American Football Conference,Not found.,128,32,10,cross,strict,0.0,0,1,0.0,1,1.0,0.4388868808746338,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. None of the provided sources explicitly state the theme of Super Bowl 50, although they all describe the event itself. However, I couldn't find any information on a specific theme for Super Bowl 50 in the provided context.",128,32,10,cross,strict,0.0,0,1,0.0,1,1.0,0.7213678359985352,1
What does AFC stand for?,American Football Conference,"AFC stands for American Football Conference. 

This answer is fully supported by context [1], [2], [3], and [5].",128,32,10,cross,strict,0.1904761904761905,0,0,1.0,1,1.0,0.6332564353942871,0
Who won Super Bowl 50?,Denver Broncos,The winner of Super Bowl 50 is the Denver Broncos.,128,32,10,cross,strict,0.16666666666666669,0,1,0.0,1,1.0,0.508418083190918,0
What city did Super Bowl 50 take place in?,Santa Clara,Not found.,128,32,10,cross,strict,0.0,0,1,0.0,1,1.0,0.43824028968811035,1
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found,128,32,10,cross,strict,0.0,0,1,0.0,1,1.0,0.3316936492919922,1
Super Bowl 50 decided the NFL champion for what season?,2015,Not found.,128,32,10,cross,strict,0.0,0,1,0.0,1,1.0,0.43115973472595215,1
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,Not found.,128,32,10,cross,strict,0.0,0,0,0.0,1,1.0,0.45417141914367676,1
What stadium did Super Bowl 50 take place in?,Levi's Stadium,Not found.,128,32,10,cross,strict,0.0,0,1,0.0,1,1.0,0.43786096572875977,1
What was the final score of Super Bowl 50? ,24–10,The final score of Super Bowl 50 was 24-10 in favor of the Denver Broncos.,128,32,10,cross,strict,0.0,0,1,0.0,1,1.0,0.5633566379547119,0
What year was Super Bowl 50?,2015,"NOT FOUND. None of the provided sources provide information on the specific year the Super Bowl was played, only that it was in 2016.",128,32,10,cross,strict,0.0,0,0,0.0,1,1.0,0.6227564811706543,1
What team was the NFC champion?,Carolina Panthers,Not found. None of the texts provide the NFC champion's team.,128,32,10,cross,strict,0.0,0,1,0.0,1,1.0,0.5092155933380127,1
Who won Super Bowl 50?,Denver Broncos,Not found.,128,32,10,cross,strict,0.0,0,0,0.0,1,1.0,0.4574315547943115,1
Super Bowl 50 determined the NFL champion for what season?,2015,Not found. All provided context is identical and fully supports the answer: Super Bowl 50 determined the NFL champion for the 2015 season.,128,32,10,cross,strict,0.08333333333333333,0,0,0.0,1,1.0,0.622236967086792,1
Where was Super Bowl 50 held?,"Santa Clara, California.",Not found.,128,32,10,cross,strict,0.0,0,1,0.0,1,1.0,0.44277143478393555,1
The name of the NFL championship game is?,Super Bowl,NOT FOUND.,128,32,10,cross,strict,0.0,0,0,0.0,1,1.0,0.43837594985961914,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,"Not found. The provided text does not mention any NFL team that won the AFC playoff in 2015, except for mentioning the Denver Broncos winning Super Bowl 50 (which was played on February 7, 2016).",128,32,10,cross,strict,0.1081081081081081,0,1,0.0,1,1.0,0.7218482494354248,1
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,"The NFC team that represented Carolina Panthers in Super Bowl 50. [1], [2], [3], [4], and [5] all confirm this information, with no discrepancy mentioned regarding the NFC's representation.",128,32,10,cross,citation,0.12903225806451613,0,1,1.0,1,1.0,0.6971762180328369,0
Which NFL team won Super Bowl 50?,Denver Broncos,"The NFL team that won Super Bowl 50 is the Denver Broncos [1], [2], [3], [4], and [5].",128,32,10,cross,citation,0.19999999999999998,0,1,1.0,1,1.0,0.6064496040344238,0
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Not found.,128,32,10,cross,citation,0.0,0,0,0.0,1,1.0,0.4478306770324707,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. The context does not mention a specific theme for Super Bowl 50, but it does describe the event's significance and notable details about its 50th edition.",128,32,10,cross,citation,0.0,0,0,0.0,1,1.0,0.6602010726928711,1
What day was the game played on?,"February 7, 2016",Not found,128,32,10,cross,citation,0.0,0,1,0.0,0,0.0,0.3437614440917969,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. The provided context only mentions the details of Super Bowl 50, but does not explicitly state its theme. However, it can be inferred that the theme is likely related to the league's emphasis on the ""golden anniversary"" and the use of gold-themed initiatives for the game.",128,32,10,cross,citation,0.07999999999999999,0,0,0.0,1,1.0,0.7987217903137207,1
What day was the Super Bowl played on?,"February 7, 2016","February 7 [1], [2], [3], [4], and [5].",128,32,10,cross,citation,0.18181818181818182,0,1,1.0,1,1.0,0.5616698265075684,0
What venue did Super Bowl 50 take place in?,Levi's Stadium,"[1], [2], [3], [4], and [5] all state that Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. Therefore, the answer is: Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",128,32,10,cross,citation,0.08888888888888888,0,1,1.0,1,1.0,0.8278064727783203,0
What city did Super Bowl 50 take place in?,Santa Clara,"The city where Super Bowl 50 took place is Santa Clara, California [1], [2], [3], [4], and [5].",128,32,10,cross,citation,0.09999999999999999,0,0,1.0,1,1.0,0.6067523956298828,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"According to rule [1], if Roman numerals were used, Super Bowl 50 would have been called ""Super Bowl L"" [2].",128,32,10,cross,citation,0.1739130434782609,0,1,1.0,1,1.0,0.5132780075073242,0
Super Bowl 50 decided the NFL champion for what season?,2015,The season for which Super Bowl 50 decided the NFL champion was the 2015 season.,128,32,10,cross,citation,0.125,0,1,0.0,1,1.0,0.5753130912780762,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"Not found. The text does not mention a year in which the Denver Broncos secured a Super Bowl title for the third time. However, it is mentioned that Super Bowl 50 was their third Super Bowl title, and it was played in 2016.",128,32,10,cross,citation,0.0,0,0,0.0,1,1.0,0.7628018856048584,1
What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California [1], [2], [3], [4], and [5].",128,32,10,cross,citation,0.1818181818181818,0,1,1.0,1,1.0,0.5485823154449463,0
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was not explicitly stated in the provided context. However, it is mentioned that the Denver Broncos defeated the Carolina Panthers with a score of 24–10. 

Not found.",128,32,10,cross,citation,0.0,0,1,0.0,1,1.0,0.6934421062469482,1
What year was Super Bowl 50?,2015,"According to the context, Super Bowl 50 was played on February 7, 2016. 

Note: The year is not explicitly stated in the provided text, but it can be inferred as 2016, since the game was played on February 7, 2016.",128,32,10,cross,citation,0.0,0,1,0.0,1,1.0,0.8152422904968262,0
What team was the AFC champion?,Denver Broncos,"Not found. The provided text does not mention the AFC champion, only that Denver Broncos were the AFC champions in Super Bowl 50 [1], [2], [3], [4], and [5].",128,32,10,cross,citation,0.12903225806451613,0,1,1.0,1,1.0,0.7043375968933105,1
What team was the NFC champion?,Carolina Panthers,"Not found. There is no statement in the provided context about what team was the NFC champion. The context only mentions the teams involved in Super Bowl 50 and the outcome of the game, but does not mention the NFC or AFC champions separately.",128,32,10,cross,citation,0.0,0,1,0.0,1,1.0,0.7457127571105957,1
Who won Super Bowl 50?,Denver Broncos,"The Denver Broncos won Super Bowl 50. [1], [2], [3], [4], and [5] all state that the Denver Broncos defeated the Carolina Panthers in Super Bowl 50, earning their third Super Bowl title.",128,32,10,cross,citation,0.1142857142857143,0,1,1.0,1,1.0,0.740922212600708,0
Super Bowl 50 determined the NFL champion for what season?,2015,"The season determined by Super Bowl 50 is the 2015 NFL season. [1], [2], [3], [4], [5]",128,32,10,cross,citation,0.1111111111111111,0,1,1.0,1,1.0,0.6467406749725342,0
The name of the NFL championship game is?,Super Bowl,"Not found. The provided context does not mention the name of the NFL championship game, only Super Bowl 50 and its details.",128,32,10,cross,citation,0.16666666666666669,0,1,0.0,1,1.0,0.633002758026123,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,"Not found. The provided text only discusses Super Bowl 50, but does not mention any other team winning the AFC playoff in 2015.",128,32,10,cross,citation,0.0,0,1,0.0,1,1.0,0.622352123260498,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Gold.,256,0,5,off,baseline,0.0,0,0,0.0,1,1.0,0.3623776435852051,0
What was the theme of Super Bowl 50?,"""golden anniversary""","There is no mention of a theme for Super Bowl 50 in the provided context. The text only describes the event, including the teams, score, date, location, and the significance of it being the 50th Super Bowl due to its golden anniversary.",256,0,5,off,baseline,0.0,0,1,0.0,1,1.0,0.67291259765625,0
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary"" of the event. The league emphasized this milestone with gold-themed initiatives and temporarily suspended the tradition of naming each Super Bowl game with Roman numerals.",256,0,5,off,baseline,0.1081081081081081,0,1,0.0,1,1.0,0.6061515808105469,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,"None. The league suspended using Roman numerals for this Super Bowl, and instead featured the Arabic numeral 50 in the logo.",256,0,5,off,baseline,0.08333333333333333,0,0,0.0,1,1.0,0.5093095302581787,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"There is no specific year mentioned in the provided context for when the Denver Broncos secured a Super Bowl title for the third time. However, it is stated that this was their third Super Bowl title, and according to the information, Super Bowl 50 was played on February 7, 2016. Therefore, we can infer that the three Super Bowl titles were secured in consecutive years: 

- 1997 (Super Bowl XXXII)
- 1998 (Super Bowl XXXIII)
- 1999 (Super Bowl XXXIV)",256,0,5,off,baseline,0.0,0,1,0.0,1,1.0,1.0163538455963135,0
What was the final score of Super Bowl 50? ,24–10,"The final score was Broncos 24, Panthers 10.",256,0,5,off,baseline,0.0,0,1,0.0,1,1.0,0.41477179527282715,0
What year was Super Bowl 50?,2015,2016.,256,0,5,off,baseline,0.0,0,1,0.0,1,1.0,0.3695645332336426,0
The name of the NFL championship game is?,Super Bowl,"The answer is not explicitly stated in the context, but based on the information provided, it can be inferred that Super Bowl 50 was a championship game of the NFL. Therefore, we can conclude that the name of the NFL championship game being referred to is likely ""Super Bowl"".",256,0,5,off,baseline,0.07843137254901959,0,1,0.0,1,1.0,0.7047305107116699,0
What 2015 NFL team one the AFC playoff?,Denver Broncos,None. The text does not mention any other 2015 NFL team that won an AFC playoff besides the Denver Broncos.,256,0,5,off,baseline,0.09090909090909091,0,0,0.0,1,1.0,0.4957554340362549,0
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,Not found.,256,0,5,off,strict,0.0,0,1,0.0,1,1.0,0.36055445671081543,1
Which NFL team won Super Bowl 50?,Denver Broncos,NOT FOUND,256,0,5,off,strict,0.0,0,0,0.0,1,1.0,0.3494410514831543,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Not found,256,0,5,off,strict,0.0,0,0,0.0,1,1.0,0.3553633689880371,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. None of the provided sources mention the theme of Super Bowl 50. The sources only describe the events and details of the game, but do not explicitly state its theme.",256,0,5,off,strict,0.0,0,0,0.0,1,1.0,0.5752546787261963,1
What day was the game played on?,"February 7, 2016",Not found,256,0,5,off,strict,0.0,0,1,0.0,1,1.0,0.35239481925964355,1
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. None of the provided sources provide a specific theme for Super Bowl 50, only details about the game itself and the ""golden anniversary"" celebration.",256,0,5,off,strict,0.14285714285714288,0,1,0.0,1,1.0,0.5461239814758301,1
Who won Super Bowl 50?,Denver Broncos,"Not found. The information is provided in multiple sources, but I will only confirm based on one source to provide a definitive answer.

According to [1], the winner of Super Bowl 50 was the Denver Broncos.",256,0,5,off,strict,0.05263157894736842,0,1,1.0,1,1.0,0.6091783046722412,1
What city did Super Bowl 50 take place in?,Santa Clara,Not found,256,0,5,off,strict,0.0,0,1,0.0,1,1.0,0.35915684700012207,1
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found,256,0,5,off,strict,0.0,0,1,0.0,1,1.0,0.36170005798339844,1
Super Bowl 50 decided the NFL champion for what season?,2015,"Not found. None of the provided sources explicitly state which season's champion was decided by Super Bowl 50, only that it determined the NFL champion for the 2015 season.",256,0,5,off,strict,0.06666666666666667,0,1,0.0,1,1.0,0.5758049488067627,1
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"Not found. The provided text does not mention the year the Denver Broncos secured their third Super Bowl title, only that it was in the 2015 season and played on February 7, 2016.",256,0,5,off,strict,0.05882352941176471,0,1,0.0,1,1.0,0.611494779586792,1
What city did Super Bowl 50 take place in?,Santa Clara,STRICT: Not found.,256,0,5,off,strict,0.0,0,1,0.0,1,1.0,0.38040685653686523,1
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was 24-10, in favor of the Denver Broncos.",256,0,5,off,strict,0.0,0,0,0.0,1,1.0,0.4796786308288574,0
"What month, day and year did Super Bowl 50 take place? ","February 7, 2016","NOT FOUND. None of the provided sources specify a month, day, and year for Super Bowl 50.",256,0,5,off,strict,0.0,0,0,0.0,1,1.0,0.4839208126068115,1
What year was Super Bowl 50?,2015,Super Bowl 50 was played in 2016.,256,0,5,off,strict,0.0,0,0,0.0,1,1.0,0.4197845458984375,0
What team was the AFC champion?,Denver Broncos,"Not found. None of the provided sources mention what team won the AFC championship, only that the Denver Broncos defeated the Carolina Panthers in Super Bowl 50.",256,0,5,off,strict,0.13793103448275862,0,0,0.0,1,1.0,0.5424971580505371,1
What team was the NFC champion?,Carolina Panthers,"Not found. The text only mentions the winner of the game, but does not explicitly state the NFC champion.",256,0,5,off,strict,0.0,0,1,0.0,1,1.0,0.4839510917663574,1
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,256,0,5,off,strict,0.16666666666666669,0,0,0.0,1,1.0,0.4424295425415039,0
Which team won Super Bowl 50.,Denver Broncos,"Not found. The answer is fully supported by all five sources, which state that the Denver Broncos won Super Bowl 50.",256,0,5,off,strict,0.17391304347826084,0,1,0.0,1,1.0,0.4971740245819092,1
The name of the NFL championship game is?,Super Bowl,Not found.,256,0,5,off,strict,0.0,0,0,0.0,1,1.0,0.36844635009765625,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,"Not found. The question is not supported by any of the provided sources, as they all describe the teams that played in Super Bowl 50 but do not mention which team won the AFC playoff specifically for the 2015 season.",256,0,5,off,strict,0.0,0,1,0.0,1,1.0,0.6413395404815674,1
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,"The AFC representative at Super Bowl 50 was the Denver Broncos. [1], [2], [3], [4], [5]",256,0,5,off,citation,0.1111111111111111,0,0,1.0,1,1.0,0.5265119075775146,0
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,"The NFC team did not play in Super Bowl 50, as it was played between the AFC champion Denver Broncos and the NFC champion Carolina Panthers [1], [2], [3], [4], [5]. Therefore, Not found.",256,0,5,off,citation,0.1111111111111111,0,1,1.0,1,1.0,0.6512658596038818,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"Not found. The provided context does not mention a specific color used to emphasize the 50th anniversary of the Super Bowl. It only mentions gold-themed initiatives, but it does not specify which color was used.",256,0,5,off,citation,0.0,0,1,0.0,1,1.0,0.6103940010070801,1
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was not explicitly stated, but it is implied to be related to the ""golden anniversary"" of the league, given that it was the 50th edition of the game. However, no specific theme or slogan is mentioned in the provided context [1]-[5].",256,0,5,off,citation,0.08163265306122448,0,0,1.0,1,1.0,0.7284603118896484,0
What was the theme of Super Bowl 50?,"""golden anniversary""","Not found. The context only provides information about the details of Super Bowl 50, such as the teams that played and when it was played, but does not explicitly state its theme.",256,0,5,off,citation,0.0,0,0,0.0,1,1.0,0.581913948059082,1
What city did Super Bowl 50 take place in?,Santa Clara,"Santa Clara, California [1], [2], [3], [4], and [5].",256,0,5,off,citation,0.1818181818181818,0,1,1.0,1,1.0,0.47153162956237793,0
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found. The provided context does not mention what the Roman numeral equivalent for Super Bowl 50 would be if the tradition of using Roman numerals was not suspended.,256,0,5,off,citation,0.125,0,1,0.0,1,1.0,0.5553944110870361,1
Super Bowl 50 decided the NFL champion for what season?,2015,"[1], [2], [3], [4], and [5] all state that Super Bowl 50 determined the NFL champion for the 2015 season.",256,0,5,off,citation,0.09523809523809523,0,1,1.0,1,1.0,0.5610885620117188,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,Not found. None of the provided texts mention a specific year when the Denver Broncos secured their third Super Bowl title.,256,0,5,off,citation,0.0,0,1,0.0,1,1.0,0.49520230293273926,1
What was the final score of Super Bowl 50? ,24–10,"The final score of Super Bowl 50 was Denver Broncos 24, Carolina Panthers 10. [1] [2] [3] [4] [5]",256,0,5,off,citation,0.0,0,0,1.0,1,1.0,0.5563724040985107,0
What year was Super Bowl 50?,2015,"The year Super Bowl 50 was played is not explicitly stated in the provided context, but it can be inferred that it occurred in 2016, as mentioned in [1], [2], [3], [4], and [5].",256,0,5,off,citation,0.0,0,1,1.0,1,1.0,0.655379056930542,0
What team was the AFC champion?,Denver Broncos,"The team that was the AFC champion is the Denver Broncos. [1], [2], [3], [4], [5]",256,0,5,off,citation,0.1111111111111111,0,1,1.0,1,1.0,0.5209743976593018,0
What team was the NFC champion?,Carolina Panthers,"The NFC champion is not explicitly stated in the context provided. However, it can be inferred that the NFC champion was the Carolina Panthers, as they are referred to as the ""National Football Conference (NFC) champion"" [1], [2], [3], [4], and [5].",256,0,5,off,citation,0.04545454545454545,0,0,1.0,1,1.0,0.7244999408721924,0
Who won Super Bowl 50?,Denver Broncos,"The winner of Super Bowl 50 is the Denver Broncos. [1], [2], [3], [4], and [5] all state that the Denver Broncos defeated the Carolina Panthers 24–10 to earn their third Super Bowl title.",256,0,5,off,citation,0.1111111111111111,0,1,1.0,1,1.0,0.6681506633758545,0
Super Bowl 50 determined the NFL champion for what season?,2015,"The Super Bowl 50 determined the NFL champion for the 2015 season [1], [2], [3], [4], and [5].",256,0,5,off,citation,0.10526315789473684,0,1,1.0,1,1.0,0.5324702262878418,0
Where was Super Bowl 50 held?,"Santa Clara, California.","[1], [2], [3], [4], and [5] all confirm that Super Bowl 50 was held at Levi's Stadium in Santa Clara, California, in the San Francisco Bay Area.",256,0,5,off,citation,0.13333333333333333,0,1,1.0,1,1.0,0.6029481887817383,0
The name of the NFL championship game is?,Super Bowl,"Not found. The provided context only mentions the name of the game in relation to the Roman numeral, stating that if it were under a different naming tradition (""Super Bowl L""), it would be known as ""Super Bowl L"". However, no specific name for Super Bowl 50 is mentioned.",256,0,5,off,citation,0.07843137254901959,0,0,0.0,1,1.0,0.7164111137390137,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,"Not found. The provided text only talks about Super Bowl 50, but it does not mention a specific team winning the AFC playoff in 2015.",256,0,5,off,citation,0.0,0,0,0.0,1,1.0,0.5473685264587402,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,"There is no mention of a specific color being used to emphasize the 50th anniversary of the Super Bowl in the provided context. The emphasis was on gold-themed initiatives, but there is no reference to any particular color being highlighted or specifically associated with the occasion.",256,0,5,embedding,baseline,0.0,0,1,0.0,1,1.0,0.6864302158355713,0
What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary"" of the NFL, due to it being the league's 50th championship game.",256,0,5,embedding,baseline,0.16666666666666669,0,1,0.0,1,1.0,0.5471835136413574,0
What was the theme of Super Bowl 50?,"""golden anniversary""","None. The context does not mention a theme for Super Bowl 50, it only mentions the details of the game and some temporary changes made by the league to commemorate the 50th anniversary.",256,0,5,embedding,baseline,0.0,0,1,0.0,1,1.0,0.5964431762695312,0
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"None. The context only mentions one year: 2016, when the Denver Broncos secured their third Super Bowl title by defeating the Carolina Panthers in Super Bowl 50. There is no mention of a specific year for their previous two Super Bowl titles.",256,0,5,embedding,baseline,0.0,0,1,0.0,1,1.0,0.6745684146881104,0
What was the final score of Super Bowl 50? ,24–10,"The final score was Denver Broncos 24, Carolina Panthers 10.",256,0,5,embedding,baseline,0.0,0,0,0.0,1,1.0,0.4353518486022949,0
What year was Super Bowl 50?,2015,2016.,256,0,5,embedding,baseline,0.0,0,0,0.0,1,1.0,0.37114667892456055,0
The name of the NFL championship game is?,Super Bowl,"The answer is not explicitly stated in the provided context. However, based on the information given, it can be inferred that the traditional Roman numeral naming convention was temporarily suspended for Super Bowl 50, and instead, the game was referred to as ""Super Bowl 50"" with the Arabic numerals featured prominently.",256,0,5,embedding,baseline,0.07547169811320754,0,1,0.0,1,1.0,0.7429625988006592,0
What 2015 NFL team one the AFC playoff?,Denver Broncos,None - The context does not mention any other team winning the AFC playoff besides the Denver Broncos.,256,0,5,embedding,baseline,0.09999999999999999,0,0,0.0,1,1.0,0.477741003036499,0
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,"Not found. None of the provided sources explicitly state which NFL team represented the NFC at Super Bowl 50, but it can be inferred from general knowledge that the Carolina Panthers were the representative team, as they were the AFC champion defeated by the Denver Broncos in Super Bowl 50. However, since the information is not directly supported by the provided sources, I am choosing to say ""Not found"".",256,0,5,embedding,strict,0.05633802816901409,0,0,0.0,1,1.0,0.8540587425231934,1
Which NFL team won Super Bowl 50?,Denver Broncos,Not found,256,0,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.365872859954834,1
What color was used to emphasize the 50th anniversary of the Super Bowl?,gold,Not found. The context provided does not mention a specific color used to emphasize the 50th anniversary of the Super Bowl.,256,0,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.512810230255127,1
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found.,256,0,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.3733081817626953,1
What is the AFC short for?,American Football Conference,"AFC stands for American Football Conference. It is fully supported by the provided context from multiple sources [1], [2], [3], [4] and [5].",256,0,5,embedding,strict,0.15384615384615383,0,0,1.0,1,1.0,0.5782046318054199,0
What was the theme of Super Bowl 50?,"""golden anniversary""",Not found,256,0,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3623194694519043,1
Who won Super Bowl 50?,Denver Broncos,Not found,256,0,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.36029815673828125,1
"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Not found.,256,0,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.3715815544128418,1
What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"Not found. None of the provided sources specify a year in which the Denver Broncos secured their third Super Bowl title, only that it occurred during the 2015 season and was played on February 7, 2016.",256,0,5,embedding,strict,0.05405405405405406,0,1,0.0,1,1.0,0.6403217315673828,1
What city did Super Bowl 50 take place in?,Santa Clara,Not found,256,0,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3606908321380615,1
What was the final score of Super Bowl 50? ,24–10,The final score of Super Bowl 50 was 24-10 in favor of the Denver Broncos.,256,0,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.47812795639038086,0
What year was Super Bowl 50?,2015,The year of Super Bowl 50 is 2016.,256,0,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.4279000759124756,0
What team was the AFC champion?,Denver Broncos,Not found,256,0,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.36266613006591797,1
What team was the NFC champion?,Carolina Panthers,Not found.,256,0,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.37401771545410156,1
Super Bowl 50 determined the NFL champion for what season?,2015,Super Bowl 50 determined the NFL champion for the 2015 season.,256,0,5,embedding,strict,0.16666666666666669,0,1,0.0,1,1.0,0.45484280586242676,0
Which team won Super Bowl 50.,Denver Broncos,Not found.,256,0,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.37487196922302246,1
Where was Super Bowl 50 held?,"Santa Clara, California.",Not found.,256,0,5,embedding,strict,0.0,0,0,0.0,1,1.0,0.3729703426361084,1
The name of the NFL championship game is?,Super Bowl,"Not found. None of the sources provided a direct answer to the question about the name of the NFL championship game, only the name of Super Bowl 50.",256,0,5,embedding,strict,0.13333333333333333,0,1,0.0,1,1.0,0.5558156967163086,1
What 2015 NFL team one the AFC playoff?,Denver Broncos,Not found.,256,0,5,embedding,strict,0.0,0,1,0.0,1,1.0,0.3738548755645752,1
Which NFL team represented the AFC at Super Bowl 50?,Denver Broncos,"The team that represented the AFC at Super Bowl 50 is the Denver Broncos [1], [2], [3], [4], and [5].",256,0,5,embedding,citation,0.18181818181818182,0,1,1.0,1,1.0,0.5424702167510986,0
Which NFL team represented the NFC at Super Bowl 50?,Carolina Panthers,Not found.,256,0,5,embedding,citation,0.0,0,0,0.0,1,1.0,0.3751387596130371,1
